순별 기후평년값(1991-2020),,,,,,,,,,,,,,,,,
10-DAY NORMALS,,,,,,,,,,,,,,,,,
지점번호,지점명,월,날짜,"기압(hPa)
Temperature",,"기온(℃)
Temperature",,,,"상대습도(%)
Relative Humidity","증기압(hPa)
Vapour Pressure",,"평균풍속
(m/s)","운량
(1/10)","강수량
(mm)","증발량
(mm)","일조시간
(hr)"
136,안동,7,상순,1006.5 ,2.3 ,23.7 ,1.7 ,28.5 ,19.8 ,77.8 ,22.5 ,3.0 ,1.4 ,7.3 ,93.9 ,4.0 ,49.3 
136,안동,7,중순,1007.3 ,2.3 ,24.5 ,2.0 ,29.0 ,20.8 ,78.0 ,23.7 ,2.9 ,1.4 ,7.2 ,79.2 ,4.3 ,47.0 
136,안동,7,하순,1007.7 ,2.2 ,26.0 ,2.0 ,30.9 ,22.2 ,76.8 ,25.5 ,2.7 ,1.4 ,6.4 ,62.2 ,4.6 ,65.5 
136,안동,8,상순,1008.2 ,2.1 ,26.3 ,2.0 ,31.4 ,22.4 ,76.8 ,25.9 ,2.6 ,1.4 ,6.2 ,73.5 ,4.9 ,59.2 
136,안동,8,중순,1008.7 ,2.5 ,25.3 ,2.1 ,30.2 ,21.4 ,78.0 ,24.8 ,2.6 ,1.4 ,6.5 ,78.9 ,4.3 ,55.5 
136,안동,8,하순,1009.9 ,2.2 ,23.7 ,1.5 ,28.7 ,19.8 ,78.1 ,22.7 ,2.7 ,1.4 ,6.7 ,74.0 ,4.0 ,58.1 
136,안동,9,상순,1011.4 ,2.0 ,22.0 ,1.3 ,27.5 ,17.7 ,77.0 ,20.1 ,2.2 ,1.3 ,6.3 ,38.5 ,3.7 ,52.9 
136,안동,9,중순,1014.0 ,2.1 ,20.2 ,1.6 ,25.8 ,15.7 ,76.4 ,17.8 ,2.5 ,1.3 ,6.2 ,42.3 ,3.4 ,50.9 
136,안동,9,하순,1016.7 ,1.5 ,17.9 ,1.2 ,24.0 ,13.1 ,76.1 ,15.3 ,2.0 ,1.2 ,5.8 ,39.1 ,3.2 ,53.1 
136,안동,10,상순,1017.8 ,1.8 ,16.0 ,1.3 ,22.6 ,10.8 ,74.3 ,13.3 ,2.2 ,1.2 ,5.3 ,18.5 ,3.1 ,59.9 
136,안동,10,중순,1019.7 ,2.2 ,13.6 ,1.4 ,20.8 ,8.0 ,73.0 ,11.2 ,1.7 ,1.2 ,4.7 ,10.0 ,2.8 ,61.6 
136,안동,10,하순,1020.7 ,1.5 ,11.2 ,1.6 ,18.2 ,5.5 ,71.0 ,9.4 ,1.6 ,1.3 ,4.4 ,17.9 ,2.4 ,67.0 
136,안동,11,상순,1021.8 ,2.3 ,9.2 ,2.0 ,16.2 ,3.4 ,69.6 ,8.1 ,1.8 ,1.3 ,4.3 ,9.9 ,2.2 ,57.5 
136,안동,11,중순,1022.6 ,2.2 ,6.3 ,2.4 ,12.7 ,0.9 ,66.8 ,6.6 ,1.9 ,1.5 ,4.2 ,10.9 ,2.1 ,57.1 
136,안동,11,하순,1023.7 ,2.6 ,3.9 ,1.7 ,10.1 ,-1.3 ,68.3 ,5.6 ,1.3 ,1.4 ,4.4 ,10.2 ,1.6 ,52.1 
136,안동,12,상순,1024.5 ,2.8 ,1.2 ,1.9 ,7.2 ,-3.9 ,65.4 ,4.6 ,0.9 ,1.6 ,3.9 ,9.8 ,1.5 ,56.5 
136,안동,12,중순,1025.2 ,2.5 ,-0.4 ,2.0 ,5.5 ,-5.7 ,61.2 ,3.8 ,1.0 ,1.7 ,3.3 ,3.5 ,1.6 ,60.5 
136,안동,12,하순,1024.2 ,2.6 ,-1.0 ,1.9 ,5.0 ,-6.2 ,61.6 ,3.7 ,0.9 ,1.8 ,3.2 ,5.3 ,1.5 ,68.1 
137,상주,1,상순,1024.6 ,2.5 ,-0.9 ,2.7 ,3.9 ,-5.3 ,54.3 ,3.2 ,0.9 ,2.6 ,,5.1 ,,62.2 
137,상주,1,중순,1024.8 ,2.6 ,-0.7 ,2.3 ,4.1 ,-5.0 ,58.0 ,3.6 ,1.1 ,2.2 ,,8.1 ,,55.8 
137,상주,1,하순,1024.2 ,2.3 ,-1.1 ,2.4 ,3.8 ,-5.4 ,56.1 ,3.4 ,0.9 ,2.4 ,,8.6 ,,65.6 
137,상주,2,상순,1023.4 ,2.0 ,-0.3 ,2.3 ,5.0 ,-4.9 ,53.1 ,3.4 ,0.9 ,2.4 ,,6.6 ,,63.6 
137,상주,2,중순,1023.4 ,2.8 ,1.3 ,1.7 ,7.0 ,-3.6 ,52.4 ,3.7 ,1.0 ,2.3 ,,12.2 ,,64.6 
137,상주,2,하순,1022.5 ,3.1 ,3.7 ,1.9 ,9.7 ,-1.8 ,56.9 ,4.5 ,1.1 ,1.9 ,,14.4 ,,49.3 
137,상주,3,상순,1020.4 ,1.9 ,4.3 ,1.7 ,10.3 ,-0.8 ,55.7 ,4.7 ,1.0 ,2.3 ,,15.6 ,,63.4 
137,상주,3,중순,1019.3 ,2.6 ,7.0 ,1.8 ,13.6 ,0.8 ,51.4 ,5.1 ,0.8 ,2.3 ,,14.6 ,,68.9 
137,상주,3,하순,1017.8 ,2.9 ,8.9 ,2.0 ,15.4 ,2.9 ,50.2 ,5.6 ,1.4 ,2.4 ,,16.7 ,,81.4 
137,상주,4,상순,1016.3 ,2.5 ,11.2 ,1.6 ,17.9 ,4.8 ,50.3 ,6.5 ,1.5 ,2.3 ,,24.4 ,,73.3 
137,상주,4,중순,1014.6 ,2.6 ,13.0 ,2.0 ,19.9 ,6.6 ,53.2 ,7.6 ,1.2 ,2.1 ,,25.4 ,,68.3 
137,상주,4,하순,1013.7 ,2.6 ,14.4 ,2.0 ,21.0 ,8.1 ,55.4 ,8.7 ,1.6 ,2.0 ,,36.8 ,,72.9 
137,상주,5,상순,1012.2 ,2.8 ,17.4 ,1.5 ,24.4 ,10.9 ,56.6 ,10.7 ,1.8 ,1.7 ,,31.5 ,,76.8 
137,상주,5,중순,1011.1 ,2.6 ,18.0 ,1.3 ,24.6 ,12.0 ,61.0 ,12.1 ,1.7 ,1.6 ,,29.2 ,,76.1 
137,상주,5,하순,1010.4 ,1.8 ,20.1 ,1.5 ,26.7 ,14.1 ,59.7 ,13.4 ,1.7 ,1.5 ,,26.9 ,,89.0 
137,상주,6,상순,1009.3 ,2.5 ,21.7 ,1.2 ,28.2 ,15.8 ,63.0 ,15.7 ,1.8 ,1.3 ,,16.0 ,,75.7 
137,상주,6,중순,1007.4 ,2.2 ,22.4 ,1.0 ,28.5 ,17.2 ,67.1 ,17.7 ,2.3 ,1.3 ,,34.6 ,,68.6 
137,상주,6,하순,1006.3 ,1.9 ,23.4 ,1.5 ,28.8 ,19.1 ,72.9 ,20.6 ,2.3 ,1.1 ,,64.7 ,,54.1 
137,상주,7,상순,1005.6 ,2.0 ,23.6 ,1.5 ,28.1 ,20.2 ,81.1 ,23.4 ,2.2 ,1.1 ,,128.7 ,,39.1 
137,상주,7,중순,1007.2 ,2.7 ,24.7 ,1.9 ,29.3 ,21.3 ,80.1 ,24.6 ,1.9 ,1.1 ,,88.7 ,,43.8 
137,상주,7,하순,1008.0 ,1.7 ,26.1 ,2.0 ,31.1 ,22.5 ,79.0 ,26.4 ,2.0 ,1.1 ,,61.9 ,,60.3 
137,상주,8,상순,1007.8 ,2.1 ,26.7 ,1.7 ,32.2 ,22.8 ,78.4 ,27.0 ,2.4 ,1.0 ,,67.6 ,,60.5 
137,상주,8,중순,1008.2 ,2.4 ,25.5 ,2.1 ,30.4 ,21.9 ,79.8 ,25.8 ,2.6 ,1.0 ,,92.1 ,,51.6 
137,상주,8,하순,1009.5 ,2.4 ,23.9 ,1.3 ,28.8 ,20.3 ,80.0 ,23.5 ,3.2 ,1.1 ,,94.2 ,,50.0 
137,상주,9,상순,1011.3 ,2.2 ,21.9 ,1.3 ,27.2 ,17.8 ,79.2 ,20.6 ,2.8 ,1.0 ,,53.7 ,,48.9 
137,상주,9,중순,1014.3 ,1.9 ,20.5 ,1.3 ,26.1 ,16.2 ,79.7 ,19.1 ,2.7 ,1.0 ,,52.9 ,,47.1 
137,상주,9,하순,1016.7 ,1.3 ,18.1 ,1.2 ,24.4 ,13.3 ,78.6 ,16.1 ,1.8 ,0.8 ,,31.9 ,,52.5 
137,상주,10,상순,1017.5 ,1.7 ,16.3 ,1.5 ,23.0 ,11.1 ,74.4 ,13.7 ,2.3 ,1.1 ,,30.6 ,,58.0 
137,상주,10,중순,1020.1 ,2.1 ,13.8 ,1.2 ,21.2 ,8.1 ,72.1 ,11.2 ,1.5 ,1.1 ,,6.4 ,,63.0 
137,상주,10,하순,1020.6 ,1.7 ,11.5 ,1.5 ,18.3 ,6.0 ,69.5 ,9.4 ,1.3 ,1.3 ,,20.1 ,,66.0 
137,상주,11,상순,1021.1 ,1.9 ,10.2 ,2.1 ,16.6 ,4.8 ,68.0 ,8.6 ,1.9 ,1.4 ,,12.4 ,,55.4 
137,상주,11,중순,1022.2 ,1.9 ,6.7 ,2.3 ,12.6 ,1.7 ,61.7 ,6.4 ,2.0 ,1.8 ,,10.7 ,,56.8 
137,상주,11,하순,1023.8 ,2.7 ,4.6 ,1.4 ,10.1 ,0.0 ,66.0 ,5.8 ,1.2 ,1.6 ,,12.1 ,,48.8 
137,상주,12,상순,1024.2 ,2.9 ,1.7 ,2.0 ,6.9 ,-2.6 ,62.4 ,4.5 ,0.8 ,2.0 ,,11.1 ,,52.8 
137,상주,12,중순,1024.8 ,2.3 ,0.1 ,2.1 ,5.1 ,-4.3 ,58.8 ,3.8 ,0.9 ,2.2 ,,5.8 ,,59.0 
137,상주,12,하순,1024.2 ,2.8 ,-0.5 ,1.9 ,4.4 ,-4.8 ,58.0 ,3.6 ,0.8 ,2.4 ,,6.3 ,,62.3 
138,포항,1,상순,1022.5 ,2.3 ,2.4 ,2.2 ,7.0 ,-1.3 ,46.9 ,3.7 ,1.1 ,2.9 ,2.9 ,10.8 ,2.5 ,64.3 
138,포항,1,중순,1023.3 ,2.1 ,2.3 ,2.1 ,6.7 ,-1.3 ,50.9 ,4.0 ,1.2 ,2.7 ,3.7 ,14.1 ,2.2 ,56.3 
138,포항,1,하순,1022.8 ,2.7 ,2.0 ,2.2 ,6.5 ,-1.8 ,48.7 ,3.8 ,1.2 ,2.8 ,3.2 ,14.9 ,2.5 ,70.8 
138,포항,2,상순,1021.8 ,2.1 ,2.9 ,2.0 ,7.7 ,-1.2 ,46.9 ,3.8 ,1.0 ,2.7 ,3.2 ,7.4 ,2.8 ,68.6 
138,포항,2,중순,1021.6 ,2.6 ,4.4 ,1.8 ,9.1 ,0.3 ,50.3 ,4.5 ,1.2 ,2.8 ,3.9 ,15.2 ,2.9 ,67.0 
138,포항,2,하순,1021.8 ,2.9 ,5.8 ,2.4 ,10.4 ,1.8 ,56.2 ,5.5 ,1.6 ,2.6 ,4.5 ,13.8 ,2.6 ,49.4 
138,포항,3,상순,1019.7 ,2.3 ,6.8 ,1.6 ,11.3 ,2.6 ,56.0 ,5.6 ,1.2 ,2.8 ,4.5 ,20.9 ,3.0 ,61.8 
138,포항,3,중순,1019.0 ,3.0 ,8.6 ,1.7 ,13.7 ,4.1 ,55.0 ,6.2 ,1.2 ,2.9 ,4.4 ,22.3 ,3.5 ,67.3 
138,포항,3,하순,1017.9 ,3.3 ,10.1 ,1.7 ,14.9 ,5.8 ,55.3 ,6.8 ,1.2 ,2.8 ,4.6 ,17.3 ,3.9 ,74.7 
138,포항,4,상순,1016.7 ,2.3 ,12.2 ,1.3 ,17.2 ,7.7 ,55.8 ,7.9 ,1.6 ,2.9 ,4.4 ,26.1 ,4.3 ,72.0 
138,포항,4,중순,1014.6 ,2.6 ,14.1 ,1.8 ,19.1 ,9.6 ,57.5 ,9.0 ,1.5 ,2.8 ,4.8 ,24.2 ,4.7 ,71.7 
138,포항,4,하순,1013.6 ,2.9 ,15.9 ,1.5 ,21.0 ,11.4 ,57.8 ,10.1 ,1.7 ,2.8 ,4.6 ,30.9 ,5.1 ,75.6 
138,포항,5,상순,1012.7 ,2.7 ,17.4 ,1.6 ,22.4 ,13.1 ,63.0 ,12.1 ,1.6 ,2.7 ,5.1 ,28.0 ,5.3 ,71.7 
138,포항,5,중순,1011.6 ,2.8 ,18.4 ,1.7 ,23.3 ,14.2 ,64.7 ,13.3 ,1.3 ,2.6 ,5.1 ,26.0 ,5.4 ,74.4 
138,포항,5,하순,1010.4 ,2.1 ,19.8 ,2.0 ,24.6 ,15.7 ,64.7 ,14.4 ,1.5 ,2.5 ,5.0 ,30.7 ,5.6 ,84.8 
138,포항,6,상순,1009.9 ,2.3 ,20.8 ,1.7 ,25.0 ,17.2 ,70.3 ,16.8 ,1.5 ,2.3 ,5.7 ,20.0 ,5.3 ,71.1 
138,포항,6,중순,1008.1 ,2.2 ,21.7 ,1.3 ,25.7 ,18.5 ,74.3 ,19.0 ,1.6 ,2.3 ,6.2 ,39.8 ,4.9 ,65.5 
138,포항,6,하순,1007.1 ,2.0 ,23.0 ,2.0 ,26.7 ,20.1 ,77.2 ,21.5 ,1.8 ,2.4 ,7.1 ,67.0 ,4.3 ,52.5 
138,포항,7,상순,1006.9 ,2.4 ,24.0 ,2.5 ,27.5 ,21.3 ,80.3 ,23.8 ,2.3 ,2.4 ,7.4 ,82.0 ,3.8 ,47.1 
138,포항,7,중순,1007.7 ,2.3 ,25.1 ,2.4 ,28.7 ,22.2 ,78.3 ,24.8 ,2.1 ,2.4 ,7.1 ,66.4 ,4.4 ,50.6 
138,포항,7,하순,1007.9 ,2.2 ,26.9 ,2.6 ,30.6 ,24.0 ,76.4 ,26.7 ,2.5 ,2.5 ,6.1 ,52.1 ,5.1 ,70.8 
138,포항,8,상순,1008.6 ,2.1 ,26.9 ,2.3 ,30.5 ,24.1 ,78.7 ,27.6 ,2.5 ,2.5 ,6.0 ,66.2 ,4.9 ,64.0 
138,포항,8,중순,1008.9 ,2.6 ,26.2 ,2.3 ,29.6 ,23.6 ,79.5 ,26.9 ,2.4 ,2.5 ,6.5 ,76.8 ,4.4 ,55.6 
138,포항,8,하순,1010.1 ,2.3 ,25.0 ,1.6 ,28.4 ,22.3 ,77.6 ,24.5 ,2.2 ,2.5 ,6.5 ,87.2 ,4.1 ,58.9 
138,포항,9,상순,1011.4 ,2.1 ,23.5 ,1.3 ,26.9 ,20.6 ,77.2 ,22.3 ,2.1 ,2.4 ,6.4 ,66.5 ,3.7 ,53.6 
138,포항,9,중순,1013.9 ,2.1 ,22.1 ,1.3 ,25.7 ,19.1 ,75.2 ,20.0 ,2.6 ,2.6 ,6.1 ,64.4 ,3.5 ,52.9 
138,포항,9,하순,1016.5 ,1.5 ,20.3 ,0.8 ,24.0 ,17.0 ,73.5 ,17.5 ,2.1 ,2.5 ,5.7 ,58.5 ,3.2 ,54.5 
138,포항,10,상순,1017.4 ,1.9 ,18.9 ,1.0 ,23.1 ,15.3 ,68.6 ,15.1 ,2.3 ,2.5 ,5.0 ,43.0 ,3.4 ,62.5 
138,포항,10,중순,1019.2 ,2.1 ,17.1 ,1.1 ,21.6 ,13.2 ,64.6 ,12.7 ,1.8 ,2.6 ,4.3 ,16.5 ,3.4 ,66.3 
138,포항,10,하순,1020.0 ,1.6 ,14.9 ,1.4 ,19.5 ,10.9 ,62.4 ,10.8 ,1.9 ,2.4 ,4.0 ,17.1 ,3.1 ,70.9 
138,포항,11,상순,1021.0 ,2.4 ,13.2 ,1.8 ,18.0 ,9.0 ,60.2 ,9.4 ,2.2 ,2.4 ,3.7 ,12.4 ,2.8 ,64.1 
138,포항,11,중순,1021.7 ,2.2 ,10.4 ,2.2 ,15.1 ,6.4 ,56.2 ,7.6 ,2.4 ,2.5 ,3.6 ,14.0 ,2.6 ,62.6 
138,포항,11,하순,1022.6 ,2.5 ,8.3 ,1.5 ,13.0 ,4.3 ,55.8 ,6.4 ,1.6 ,2.5 ,3.7 ,13.7 ,2.2 ,58.3 
138,포항,12,상순,1023.2 ,2.7 ,5.7 ,2.3 ,10.3 ,1.8 ,52.0 ,5.1 ,1.3 ,2.7 ,3.4 ,11.6 ,2.2 ,59.3 
138,포항,12,중순,1023.9 ,2.6 ,4.0 ,2.3 ,8.5 ,0.1 ,48.3 ,4.3 ,1.1 ,2.7 ,2.9 ,5.1 ,2.2 ,62.5 
138,포항,12,하순,1022.9 ,2.7 ,3.4 ,1.9 ,8.0 ,-0.4 ,49.3 ,4.2 ,1.1 ,2.8 ,2.9 ,9.3 ,2.3 ,69.4 
140,군산,1,상순,1024.9 ,2.4 ,0.1 ,2.4 ,4.3 ,-3.6 ,72.3 ,4.6 ,1.0 ,2.9 ,,10.3 ,,49.8 
140,군산,1,중순,1025.4 ,2.4 ,0.0 ,2.1 ,4.0 ,-3.6 ,70.6 ,4.5 ,0.8 ,2.7 ,,9.5 ,,49.4 
140,군산,1,하순,1025.1 ,3.0 ,-0.3 ,2.3 ,3.7 ,-4.0 ,70.7 ,4.3 ,0.9 ,2.9 ,,8.5 ,,60.4 
140,군산,2,상순,1024.2 ,2.3 ,0.1 ,1.8 ,4.3 ,-3.6 ,70.7 ,4.5 ,0.9 ,3.1 ,,7.5 ,,59.4 
140,군산,2,중순,1023.5 ,2.8 ,1.7 ,1.7 ,6.1 ,-2.3 ,68.0 ,4.9 ,1.0 ,3.4 ,,12.7 ,,63.5 
140,군산,2,하순,1023.0 ,3.0 ,3.2 ,2.3 ,7.9 ,-1.0 ,70.5 ,5.6 ,1.4 ,3.2 ,,15.6 ,,49.6 
140,군산,3,상순,1021.1 ,2.1 ,4.2 ,1.3 ,8.9 ,0.0 ,71.3 ,6.0 ,0.8 ,3.7 ,,13.3 ,,62.8 
140,군산,3,중순,1020.0 ,2.3 ,6.1 ,1.7 ,11.2 ,1.5 ,69.6 ,6.7 ,1.1 ,3.5 ,,16.6 ,,66.7 
140,군산,3,하순,1019.1 ,3.1 ,7.2 ,1.5 ,12.3 ,2.9 ,70.9 ,7.3 ,1.3 ,3.6 ,,14.8 ,,74.3 
140,군산,4,상순,1017.4 ,2.5 ,9.6 ,1.7 ,14.9 ,5.1 ,70.7 ,8.5 ,1.7 ,3.6 ,,24.1 ,,70.6 
140,군산,4,중순,1015.2 ,2.5 ,11.5 ,1.5 ,17.0 ,6.8 ,71.6 ,9.7 ,1.4 ,3.5 ,,24.3 ,,70.8 
140,군산,4,하순,1014.1 ,2.7 ,13.4 ,1.6 ,18.7 ,9.0 ,72.2 ,11.1 ,1.6 ,3.5 ,,33.2 ,,73.6 
140,군산,5,상순,1012.8 ,2.4 ,15.7 ,1.3 ,21.1 ,11.1 ,74.1 ,13.1 ,1.5 ,3.4 ,,30.6 ,,71.0 
140,군산,5,중순,1011.7 ,2.5 ,16.7 ,1.1 ,21.8 ,12.5 ,76.8 ,14.4 ,1.2 ,3.3 ,,31.5 ,,68.9 
140,군산,5,하순,1010.5 ,1.7 ,18.7 ,0.8 ,23.9 ,14.5 ,74.6 ,15.8 ,1.3 ,3.0 ,,23.7 ,,85.9 
140,군산,6,상순,1009.3 ,2.3 ,20.4 ,0.9 ,25.4 ,16.5 ,77.4 ,18.2 ,1.7 ,2.8 ,,33.6 ,,72.5 
140,군산,6,중순,1007.5 ,2.1 ,21.6 ,0.7 ,26.1 ,18.1 ,79.5 ,20.3 ,1.9 ,2.8 ,,36.5 ,,64.9 
140,군산,6,하순,1006.3 ,1.5 ,22.7 ,0.9 ,26.7 ,19.7 ,83.5 ,22.9 ,1.9 ,2.9 ,,72.1 ,,50.2 
140,군산,7,상순,1006.0 ,2.1 ,23.8 ,1.2 ,27.5 ,21.1 ,86.0 ,25.4 ,2.3 ,2.8 ,,119.6 ,,43.4 
140,군산,7,중순,1006.8 ,2.7 ,24.9 ,1.3 ,28.5 ,22.1 ,85.9 ,26.9 ,2.2 ,2.9 ,,92.5 ,,44.5 
140,군산,7,하순,1007.3 ,2.4 ,26.5 ,1.6 ,30.4 ,23.6 ,84.3 ,29.1 ,2.4 ,2.8 ,,65.3 ,,64.6 
140,군산,8,상순,1007.4 ,2.4 ,27.0 ,1.6 ,31.2 ,23.9 ,82.5 ,29.3 ,2.5 ,2.9 ,,68.5 ,,67.6 
140,군산,8,중순,1007.9 ,2.2 ,26.2 ,1.6 ,30.1 ,23.2 ,83.5 ,28.3 ,2.4 ,2.7 ,,84.9 ,,60.4 
140,군산,8,하순,1009.2 ,2.2 ,24.6 ,1.2 ,28.6 ,21.5 ,83.6 ,25.9 ,2.3 ,2.9 ,,113.1 ,,60.9 
140,군산,9,상순,1010.8 ,2.0 ,23.2 ,1.2 ,27.5 ,19.7 ,81.5 ,23.1 ,2.3 ,2.5 ,,47.9 ,,62.2 
140,군산,9,중순,1013.3 ,2.1 ,21.7 ,1.5 ,26.1 ,18.0 ,79.6 ,20.6 ,2.6 ,2.7 ,,50.2 ,,61.8 
140,군산,9,하순,1016.0 ,1.3 ,19.6 ,0.9 ,24.4 ,15.7 ,77.1 ,17.5 ,2.1 ,2.5 ,,39.5 ,,65.7 
140,군산,10,상순,1017.5 ,1.8 ,17.6 ,1.3 ,22.6 ,13.3 ,75.7 ,15.3 ,2.0 ,2.6 ,,21.8 ,,67.6 
140,군산,10,중순,1019.6 ,2.2 ,15.4 ,1.3 ,20.7 ,10.9 ,73.7 ,12.9 ,1.7 ,2.6 ,,13.1 ,,69.4 
140,군산,10,하순,1020.7 ,1.4 ,13.2 ,1.5 ,18.3 ,8.8 ,72.8 ,11.2 ,1.5 ,2.8 ,,20.3 ,,70.3 
140,군산,11,상순,1021.8 ,2.1 ,11.2 ,1.8 ,16.3 ,6.9 ,73.9 ,10.1 ,1.5 ,2.7 ,,17.1 ,,57.7 
140,군산,11,중순,1022.9 ,2.0 ,8.6 ,2.0 ,13.2 ,4.5 ,70.6 ,8.1 ,1.9 ,2.9 ,,18.5 ,,54.0 
140,군산,11,하순,1023.8 ,2.5 ,6.4 ,1.5 ,10.9 ,2.4 ,71.5 ,7.0 ,1.1 ,2.8 ,,18.3 ,,51.4 
140,군산,12,상순,1024.9 ,2.5 ,3.6 ,2.0 ,7.8 ,-0.2 ,72.0 ,5.9 ,0.9 ,2.8 ,,19.1 ,,47.5 
140,군산,12,중순,1025.9 ,2.5 ,1.9 ,2.2 ,6.2 ,-1.7 ,71.2 ,5.2 ,0.9 ,2.6 ,,8.6 ,,48.3 
140,군산,12,하순,1025.1 ,2.4 ,1.2 ,1.9 ,5.4 ,-2.5 ,72.0 ,4.9 ,0.9 ,2.7 ,,9.5 ,,56.0 
152,울산,1,상순,1022.3 ,2.3 ,2.6 ,2.1 ,7.9 ,-1.7 ,46.8 ,3.7 ,1.1 ,2.2 ,3.0 ,8.2 ,,65.0 
152,울산,1,중순,1023.0 ,2.1 ,2.5 ,2.1 ,7.4 ,-1.6 ,50.5 ,4.0 ,1.2 ,2.2 ,3.6 ,14.6 ,,58.7 
152,울산,1,하순,1022.6 ,2.7 ,2.1 ,2.2 ,7.1 ,-2.1 ,48.3 ,3.8 ,1.1 ,2.3 ,3.3 ,15.9 ,,69.2 
152,울산,2,상순,1021.6 ,2.1 ,3.0 ,1.9 ,8.3 ,-1.6 ,46.7 ,3.8 ,1.1 ,2.3 ,3.3 ,7.3 ,,68.7 
152,울산,2,중순,1021.4 ,2.5 ,4.4 ,1.9 ,9.7 ,-0.2 ,49.6 ,4.4 ,1.3 ,2.3 ,3.9 ,15.1 ,,66.5 
152,울산,2,하순,1021.5 ,2.8 ,5.8 ,2.3 ,10.9 ,1.1 ,56.2 ,5.4 ,1.7 ,2.2 ,4.4 ,17.5 ,,49.1 
152,울산,3,상순,1019.4 ,2.2 ,6.7 ,1.5 ,11.8 ,2.0 ,56.2 ,5.6 ,1.1 ,2.4 ,4.4 ,21.5 ,,62.0 
152,울산,3,중순,1018.8 ,2.7 ,8.5 ,1.6 ,14.0 ,3.4 ,55.8 ,6.3 ,1.2 ,2.4 ,4.5 ,26.6 ,,67.1 
152,울산,3,하순,1017.7 ,3.1 ,9.9 ,1.6 ,15.2 ,5.0 ,56.2 ,6.8 ,1.3 ,2.3 ,4.7 ,20.4 ,,71.8 
152,울산,4,상순,1016.4 ,2.2 ,11.9 ,1.3 ,17.5 ,6.7 ,57.9 ,8.0 ,1.7 ,2.3 ,4.5 ,29.1 ,,70.6 
152,울산,4,중순,1014.4 ,2.5 ,13.7 ,1.7 ,19.4 ,8.6 ,59.0 ,9.1 ,1.5 ,2.3 ,4.8 ,34.0 ,,69.7 
152,울산,4,하순,1013.5 ,2.7 ,15.4 ,1.4 ,21.0 ,10.2 ,60.4 ,10.3 ,1.7 ,2.3 ,4.7 ,33.8 ,,72.8 
152,울산,5,상순,1012.5 ,2.6 ,17.1 ,1.3 ,22.7 ,12.3 ,63.6 ,12.1 ,1.7 ,2.2 ,5.0 ,34.3 ,,69.3 
152,울산,5,중순,1011.4 ,2.6 ,18.0 ,1.5 ,23.3 ,13.2 ,65.2 ,13.1 ,1.3 ,2.1 ,5.2 ,33.9 ,,70.6 
152,울산,5,하순,1010.2 ,1.8 ,19.5 ,1.7 ,25.0 ,14.6 ,64.9 ,14.2 ,1.3 ,1.9 ,4.9 ,39.2 ,,81.4 
152,울산,6,상순,1009.6 ,2.2 ,20.5 ,1.1 ,25.5 ,16.3 ,69.5 ,16.4 ,1.6 ,1.9 ,5.7 ,26.7 ,,67.1 
152,울산,6,중순,1007.8 ,2.2 ,21.6 ,1.2 ,26.3 ,17.7 ,73.0 ,18.6 ,1.8 ,1.9 ,6.1 ,43.9 ,,60.7 
152,울산,6,하순,1006.9 ,1.9 ,22.6 ,1.6 ,26.7 ,19.2 ,78.1 ,21.2 ,2.0 ,1.9 ,7.2 ,84.9 ,,44.1 
152,울산,7,상순,1006.7 ,2.3 ,23.8 ,2.0 ,27.6 ,20.9 ,80.4 ,23.6 ,2.4 ,2.0 ,7.5 ,90.3 ,,41.6 
152,울산,7,중순,1007.5 ,2.3 ,25.0 ,2.2 ,28.9 ,21.8 ,79.2 ,24.8 ,2.1 ,2.0 ,7.0 ,83.4 ,,46.7 
152,울산,7,하순,1007.7 ,2.3 ,26.7 ,2.2 ,30.9 ,23.3 ,76.4 ,26.4 ,2.6 ,2.0 ,5.9 ,60.4 ,,67.5 
152,울산,8,상순,1008.2 ,2.2 ,27.0 ,2.1 ,31.2 ,23.8 ,77.2 ,27.2 ,2.5 ,2.1 ,5.8 ,66.9 ,,63.4 
152,울산,8,중순,1008.5 ,2.5 ,26.2 ,2.1 ,30.1 ,23.1 ,78.5 ,26.4 ,2.4 ,2.0 ,6.3 ,75.1 ,,55.1 
152,울산,8,하순,1009.7 ,2.3 ,24.9 ,1.5 ,29.0 ,21.7 ,77.5 ,24.3 ,2.7 ,2.0 ,6.4 ,92.1 ,,57.2 
152,울산,9,상순,1011.0 ,2.1 ,23.3 ,1.3 ,27.5 ,19.9 ,77.4 ,22.0 ,2.6 ,2.0 ,6.1 ,64.4 ,,53.1 
152,울산,9,중순,1013.4 ,2.0 ,21.9 ,1.5 ,26.1 ,18.4 ,75.6 ,19.7 ,2.6 ,2.0 ,6.0 ,59.2 ,,52.8 
152,울산,9,하순,1015.9 ,1.4 ,19.9 ,0.9 ,24.4 ,16.2 ,74.4 ,17.2 ,2.3 ,1.9 ,5.6 ,46.7 ,,53.1 
152,울산,10,상순,1016.9 ,1.8 ,18.5 ,1.1 ,23.6 ,14.3 ,70.2 ,14.9 ,2.5 ,1.9 ,5.0 ,37.8 ,,60.7 
152,울산,10,중순,1018.8 ,2.0 ,16.7 ,1.1 ,22.1 ,12.3 ,66.6 ,12.6 ,1.8 ,1.9 ,4.2 ,20.2 ,,66.2 
