
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 01월 01일~01월 31일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
의령군,263,01-06,      -0.2,       7.8,      -6.1,       1.4,      66.4,       6.3,,,    1021.5,    1023.3,       1.0
함양군,264,01-06,       0.2,       6.9,      -5.5,       1.6,      64.8,       5.9,,,    1004.8,    1023.9,       1.7
진도군,268,01-06,       2.3,       6.3,      -1.6,       0.8,,,,,,,       2.8
봉화,271,01-06,      -4.2,       3.2,     -10.8,       0.9,      64.4,       5.7,,,     983.4,    1023.5,       1.4
영주,272,01-06,      -2.3,       2.7,      -7.6,       1.2,      60.0,       5.7,,,     997.3,    1023.8,       3.6
문경,273,01-06,      -1.7,       3.4,      -6.3,       1.1,      56.1,       5.2,,,    1002.4,    1024.1,       2.3
청송군,276,01-06,      -2.5,       4.5,      -8.7,       1.1,      60.9,       5.7,,,     997.6,    1023.8,       1.4
영덕,277,01-06,       1.2,       5.9,      -2.7,       1.7,      50.8,       6.1,,,    1017.5,    1023.0,       3.1
의성,278,01-06,      -3.2,       4.6,      -9.8,       0.8,      65.5,       5.5,,,    1014.2,    1024.3,       1.2
구미,279,01-06,      -0.7,       4.9,      -5.5,       1.0,      60.2,       5.2,,,    1018.3,    1024.3,       1.8
영천,281,01-06,      -0.5,       5.4,      -6.0,       1.1,      56.9,       5.1,,,    1011.9,    1023.7,       2.3
경주시,283,01-06,       1.0,       6.8,      -4.2,       1.4,      53.6,       6.2,,,    1018.2,    1023.0,       2.7
경주시,283,01-06,       1.0,       6.8,      -4.2,       1.4,      53.6,       6.2,,,    1018.2,    1023.0,       2.7
거창,284,01-06,      -1.3,       5.7,      -7.3,       1.2,      61.2,       6.1,,,     996.0,    1024.3,       1.4
합천,285,01-06,      -0.3,       7.1,      -5.9,       1.0,      60.7,       6.0,,,    1020.1,    1024.2,       1.1
밀양,288,01-06,       0.5,       7.5,      -5.4,       1.0,      58.7,       5.9,,,    1022.1,    1023.6,       1.2
산청,289,01-06,       0.5,       6.5,      -4.5,       1.3,      54.6,       5.3,,,    1006.8,    1024.4,       2.3
거제,294,01-06,       2.9,       7.7,      -1.1,       1.6,      53.2,       5.3,,,    1017.8,    1022.7,       1.7
남해,295,01-06,       2.4,       7.1,      -1.7,       1.6,      54.8,       5.9,,,    1018.3,    1024.1,       1.9
강남,400,01-06,      -1.4,       2.4,      -4.9,       0.9,,,,,,,       1.7
서초,401,01-06,      -1.3,       2.5,      -4.9,       1.2,,,,,,,       1.5
강동,402,01-06,      -2.6,       2.0,      -7.1,       0.9,,,,,,,       1.3
송파,403,01-06,      -1.0,       3.0,      -4.7,       1.0,,,,,,,       1.8
강서,404,01-06,      -2.0,       2.0,      -5.6,       1.1,,,,,,,       1.5
양천,405,01-06,      -1.3,       2.5,      -4.9,       1.0,,,,,,,       1.5
도봉,406,01-06,      -2.9,       2.1,      -7.7,       1.0,,,,,,,       1.0
노원,407,01-06,      -3.5,       2.2,      -8.9,       0.8,,,,,,,       1.5
동대문,408,01-06,      -1.3,       2.7,      -5.0,       1.0,,,,,,,       1.7
중랑,409,01-06,      -1.6,       2.3,      -5.4,       1.2,,,,,,,       1.8
기상청,410,01-06,      -1.4,       2.6,      -4.7,       1.0,,,,,,,       1.4
마포,411,01-06,      -1.5,       2.2,      -5.0,       0.9,,,,,,,       2.3
서대문,412,01-06,      -2.6,       2.0,      -6.5,       1.0,,,,,,,       1.8
광진,413,01-06,      -1.4,       2.4,      -5.1,       1.0,,,,,,,       1.8
성북,414,01-06,      -2.3,       1.6,      -6.1,       1.0,,,,,,,       1.5
용산,415,01-06,      -1.3,       2.2,      -4.9,       1.0,,,,,,,       1.5
은평,416,01-06,      -2.9,       2.0,      -7.3,       0.9,,,,,,,       1.7
금천,417,01-06,      -0.9,       2.7,      -4.1,       1.1,,,,,,,       1.6
중구,419,01-06,      -3.4,       0.4,      -6.6,       0.5,,,,,,,       2.7
성동,421,01-06,      -1.1,       2.5,      -4.5,       0.9,,,,,,,       2.0
구로,423,01-06,      -2.1,       2.2,      -6.1,       0.8,,,,,,,       1.6
강북,424,01-06,      -1.6,       2.5,      -5.4,       0.7,,,,,,,       1.6
남현,425,01-06,      -1.6,       2.4,      -5.4,       1.4,,,,,,,       1.1
부천,433,01-06,      -0.9,       3.0,      -4.5,       0.6,,,,,,,       1.1
안양,434,01-06,      -1.1,       2.8,      -4.5,       0.8,,,,,,,       2.1
광명,437,01-06,      -0.6,       3.0,      -3.9,       0.6,,,,,,,       1.8
군포,438,01-06,      -0.7,       3.2,      -4.2,       0.9,,,,,,,       1.2
김포,441,01-06,      -3.3,       1.7,      -7.6,       0.2,,,,,,,       1.3
하남,444,01-06,      -2.4,       3.0,      -7.1,       0.8,,,,,,,       0.7
의왕,445,01-06,      -2.5,       2.2,      -6.9,       0.9,,,,,,,       1.0
포천,504,01-06,      -4.6,       1.6,     -10.7,       0.9,,,,,,,       1.2
가평조종,505,01-06,      -5.6,       0.9,     -11.8,       1.0,,,,,,,       1.2
영등포,510,01-06,      -1.2,       2.4,      -4.5,       1.1,,,,,,,       1.5
인천연수,512,01-06,      -1.7,       2.6,      -5.8,       0.9,,,,,,,       1.7
안성,516,01-06,      -2.5,       2.7,      -7.5,       1.4,,,,,,,       1.1
간성,517,01-06,      -0.3,       4.0,      -5.1,       1.8,,,,,,,       2.2
평창,526,01-06,      -5.1,       1.8,     -11.1,       1.3,,,,,,,       1.0
의정부,532,01-06,      -3.6,       1.6,      -9.0,       1.0,,,,,,,       0.9
횡성,536,01-06,      -4.4,       2.0,     -10.5,       1.3,,,,,,,       1.0
고양,540,01-06,      -3.7,       2.0,      -9.1,       0.9,,,,,,,       1.3
남양주,541,01-06,      -4.2,       2.5,     -10.0,       1.0,,,,,,,       1.0
안산,545,01-06,      -3.4,       2.2,      -9.2,       1.2,,,,,,,       1.6
경기광주,546,01-06,      -3.4,       1.9,      -8.5,       1.3,,,,,,,       1.5
여주,548,01-06,      -3.9,       1.7,      -9.1,       1.2,,,,,,,       1.3
용인,549,01-06,      -3.4,       2.5,      -8.8,       1.4,,,,,,,       1.2
오산,550,01-06,      -2.9,       2.4,      -7.7,       1.3,,,,,,,       1.2
평택,551,01-06,      -1.8,       2.7,      -7.1,       1.3,,,,,,,       1.7
화천,555,01-06,      -5.7,       1.5,     -11.6,       1.0,,,,,,,       1.1
양구,556,01-06,      -6.0,       1.4,     -12.3,       1.0,,,,,,,       0.9
시흥,565,01-06,      -1.9,       2.5,      -6.4,       1.1,,,,,,,       1.5
구리,569,01-06,      -2.8,       2.3,      -7.2,       0.7,,,,,,,       1.4
금곡,570,01-06,      -3.0,       1.8,      -7.3,       0.9,,,,,,,       1.3
화성,571,01-06,      -1.8,       2.5,      -6.5,       1.1,,,,,,,       1.3
성남,572,01-06,      -2.1,       2.4,      -6.3,       1.2,,,,,,,       1.3
과천,590,01-06,      -2.5,       2.6,      -7.3,       1.1,,,,,,,       1.5
진부령,595,01-06,      -5.5,      -0.9,      -9.6,       1.6,,,,,,,       3.7
양주,598,01-06,      -5.1,       1.5,     -11.0,       0.9,,,,,,,       1.0
단양,601,01-06,      -3.4,       2.1,      -8.7,       1.0,,,,,,,       0.8
진천,602,01-06,      -2.8,       3.0,      -8.2,       1.6,,,,,,,       1.1
괴산,603,01-06,      -3.7,       2.9,      -9.7,       1.3,,,,,,,       1.0
옥천,604,01-06,      -2.4,       3.5,      -7.8,       1.2,,,,,,,       1.1
홍북,608,01-06,      -1.9,       3.1,      -6.8,       1.6,,,,,,,       1.4
세종연서,611,01-06,      -2.8,       3.6,      -8.2,       1.3,,,,,,,       1.2
공주,612,01-06,      -2.4,       3.5,      -7.5,       1.6,,,,,,,       1.2
서천,614,01-06,      -1.0,       4.0,      -6.0,       1.5,,,,,,,       1.5
논산,615,01-06,      -1.6,       4.2,      -7.4,       1.5,,,,,,,       1.4
당진,616,01-06,      -1.9,       2.7,      -6.5,       1.3,,,,,,,       2.0
청양,618,01-06,      -2.5,       3.4,      -8.3,       1.5,,,,,,,       1.2
음성,619,01-06,      -4.1,       2.5,     -10.3,       1.5,,,,,,,       1.3
증평,623,01-06,      -3.2,       2.6,      -8.6,       1.3,,,,,,,       1.1
태안,627,01-06,      -0.3,       3.3,      -4.1,       1.3,,,,,,,       1.9
예산,628,01-06,      -2.1,       2.8,      -6.7,       1.4,,,,,,,       1.7
아산,634,01-06,      -1.8,       2.7,      -6.4,       1.1,,,,,,,       1.7
계룡,636,01-06,      -2.8,       3.6,      -8.9,       1.5,,,,,,,       1.0
오월드,642,01-06,      -1.0,       4.2,      -5.2,       1.4,,,,,,,       1.1
세천,643,01-06,      -2.4,       3.5,      -7.3,       1.2,,,,,,,       1.1
장동,648,01-06,      -2.3,       3.6,      -7.0,       1.3,,,,,,,       0.9
부평,649,01-06,      -2.8,       2.8,      -7.8,       1.0,,,,,,,       0.6
연천청산,652,01-06,      -5.3,       1.5,     -11.0,       1.2,,,,,,,       0.9
양양,670,01-06,       1.2,       5.4,      -2.5,       1.7,,,,,,,       3.7
사북,674,01-06,      -4.8,      -0.1,      -9.1,       1.4,,,,,,,       2.5
무안,699,01-06,       1.0,       5.3,      -3.2,       0.9,,,,,,,       2.1
무주,701,01-06,      -2.7,       4.2,      -8.5,       0.9,,,,,,,       1.2
익산,702,01-06,      -0.4,       4.7,      -5.6,       1.5,,,,,,,       1.4
진안,703,01-06,      -3.1,       3.5,      -9.2,       1.4,,,,,,,       1.4
담양,706,01-06,       0.3,       5.7,      -4.9,       1.4,,,,,,,       1.8
광산,708,01-06,       0.8,       5.8,      -4.2,       1.2,,,,,,,       1.9
구례,709,01-06,       0.2,       6.0,      -5.1,       1.1,,,,,,,       1.8
나주,710,01-06,       0.5,       5.8,      -4.3,       1.2,,,,,,,       1.6
순천시,712,01-06,       2.8,       7.2,      -1.1,       1.1,,,,,,,       2.6
광양읍,713,01-06,       2.1,       7.4,      -2.8,       1.1,,,,,,,       2.0
조선대,722,01-06,       1.6,       5.8,      -2.1,       1.1,,,,,,,       2.0
거문도,723,01-06,       5.4,       7.8,       3.0,       1.2,,,,,,,       5.8
추자도,724,01-06,       5.5,       7.7,       3.2,       0.9,,,,,,,       5.6
장성,730,01-06,      -0.2,       5.1,      -5.0,       1.2,,,,,,,       1.6
영암,731,01-06,       1.0,       5.9,      -3.6,       1.0,,,,,,,       2.0
보성,732,01-06,       0.3,       5.4,      -5.0,       1.1,,,,,,,       2.0
완주,734,01-06,      -1.0,       5.0,      -6.5,       1.6,,,,,,,       1.5
김제,737,01-06,      -0.1,       4.4,      -4.8,       1.4,,,,,,,       1.8
화순,741,01-06,       0.4,       5.8,      -4.9,       1.3,,,,,,,       1.4
함평,754,01-06,       1.3,       6.1,      -3.4,       1.2,,,,,,,       1.6
곡성,768,01-06,      -0.7,       5.3,      -5.7,       1.2,,,,,,,       1.4
성판악,782,01-06,       0.1,       3.3,      -2.6,       4.4,,,,,,,       3.7
풍암,788,01-06,       0.7,       5.8,      -3.6,       1.0,,,,,,,       1.3
압해도,789,01-06,       2.0,       5.8,      -1.4,       0.7,,,,,,,       3.5
영양,801,01-06,      -2.5,       4.0,      -8.8,       1.3,,,,,,,       1.7
성주,810,01-06,      -1.0,       5.6,      -7.6,       0.7,,,,,,,       1.4
고령,812,01-06,      -1.2,       6.3,      -7.7,       0.7,,,,,,,       0.8
청도,813,01-06,      -1.2,       6.2,      -7.2,       0.9,,,,,,,       1.5
예천,815,01-06,      -2.6,       4.3,      -8.7,       0.8,,,,,,,       1.2
김천,822,01-06,      -1.6,       4.6,      -7.5,       0.9,,,,,,,       1.4
군위,823,01-06,      -2.8,       4.1,      -9.2,       1.0,,,,,,,       1.5
칠곡,825,01-06,      -0.5,       5.3,      -6.1,       0.6,,,,,,,       2.1
경산,827,01-06,       0.5,       5.8,      -4.4,       1.0,,,,,,,       1.8
달성,828,01-06,       0.7,       6.5,      -4.2,       0.6,,,,,,,       1.8
대구서구,846,01-06,       0.8,       5.7,      -3.5,       0.9,,,,,,,       1.8
신암,860,01-06,       1.1,       6.0,      -2.9,       0.9,      50.7,       6.4,       3.1,,    1016.8,    1024.4,       2.5
완산,864,01-06,       0.1,       5.1,      -4.3,       1.5,      67.0,       5.0,       4.3,       1.0,    1018.2,    1025.1,       1.4
삼척,876,01-06,       2.0,       6.4,      -1.6,       1.2,,,,,,,       2.1
울기,901,01-06,       3.7,       7.8,       0.0,       1.2,,,,,,,       2.3
삼천포,907,01-06,       3.0,       7.1,      -0.9,       1.1,,,,,,,       2.3
영도,910,01-06,       4.0,       7.6,       0.5,       0.9,,,,,,,       3.0
고성,918,01-06,       1.8,       7.8,      -3.6,       1.0,,,,,,,       1.8
창녕,919,01-06,      -0.8,       6.6,      -6.9,       1.0,,,,,,,       1.6
함안,920,01-06,      -0.9,       7.4,      -7.3,       1.1,,,,,,,       1.0
가덕도,921,01-06,       4.2,       7.6,       0.9,       0.8,,,,,,,       4.5
기장,923,01-06,       3.2,       8.4,      -1.7,       1.5,,,,,,,       1.9
간절곶,924,01-06,       3.9,       8.1,       0.1,       1.5,,,,,,,       3.3
하동,932,01-06,       1.9,       7.5,      -3.1,       1.4,,,,,,,       1.8
해운대,937,01-06,       4.1,       8.9,       0.1,       1.3,,,,,,,       2.5
부산진,938,01-06,       2.8,       7.2,      -0.8,       1.3,,,,,,,       2.4
동래,940,01-06,       3.3,       8.0,      -0.7,       1.2,,,,,,,       2.0
북구,941,01-06,       2.3,       7.0,      -1.7,       1.0,,,,,,,       1.6
부산남구,942,01-06,       3.8,       7.8,       0.1,       1.2,,,,,,,       2.1
정자,949,01-06,       3.1,       8.1,      -1.3,       1.0,,,,,,,       3.0
속초,90,01-07,       0.5,       4.7,      -3.4,       1.8,      47.3,       5.8,,,    1019.1,    1021.4,       2.6
철원,95,01-07,      -5.9,       0.6,     -11.9,       1.2,      68.9,       5.3,,,    1004.9,    1024.9,       1.3
동두천,98,01-07,      -4.3,       2.1,      -9.6,       1.2,      61.5,       5.8,,,    1010.7,    1025.1,       1.4
파주,99,01-07,      -5.3,       1.3,     -11.5,       1.0,      66.2,       6.3,,,    1021.7,    1025.6,       1.2
대관령,100,01-07,      -6.8,      -1.4,     -12.3,       2.3,      66.2,       6.3,,,     923.5,    1023.5,       4.6
춘천,101,01-07,      -4.3,       1.5,      -9.4,       1.1,      69.7,       5.1,,,    1014.8,    1024.7,       1.1
백령도,102,01-07,      -1.1,       1.3,      -3.0,       0.8,      64.0,       4.0,       5.7,,    1008.0,    1025.8,       4.5
강릉,105,01-07,       1.3,       5.5,      -2.4,       2.0,      44.9,       5.9,,,    1018.6,    1021.9,       3.6
동해,106,01-07,       1.5,       5.8,      -2.5,       1.4,      46.1,       6.0,,,    1016.6,    1021.3,       2.8
서울,108,01-07,      -1.9,       2.0,      -5.4,       1.0,      58.2,       5.1,       3.9,       1.3,    1013.8,    1024.8,       2.3
인천,112,01-07,      -1.4,       2.3,      -4.7,       0.9,      62.6,       5.5,       3.9,       1.5,    1015.8,    1024.6,       3.2
원주,114,01-07,      -3.3,       2.1,      -8.2,       1.0,      65.8,       5.0,,,    1005.5,    1024.7,       1.0
울릉도,115,01-07,       2.3,       5.1,       0.1,       4.5,      69.2,       3.1,       7.3,       1.3,     993.2,    1020.7,       3.4
수원,119,01-07,      -2.0,       2.7,      -6.6,       1.2,      64.6,       5.2,       4.1,       1.2,    1020.5,    1025.0,       1.6
영월,121,01-07,      -4.0,       2.2,      -9.7,       1.1,      65.0,       5.7,,,     993.9,    1024.5,       1.3
충주,127,01-07,      -3.5,       2.3,      -8.6,       1.2,      68.6,       4.8,,,    1012.6,    1025.0,       1.4
서산,129,01-07,      -1.4,       3.3,      -5.9,       1.4,      72.3,       4.4,,,    1021.8,    1025.0,       2.3
울진,130,01-07,       1.7,       6.8,      -2.6,       1.9,      49.2,       6.3,,,    1015.2,    1021.4,       3.6
청주,131,01-07,      -1.6,       3.2,      -5.9,       1.3,      65.6,       5.0,       4.6,       1.0,    1017.6,    1025.0,       1.5
대전,133,01-07,      -1.0,       3.9,      -5.5,       1.4,      66.9,       5.1,       4.6,       1.0,    1016.1,    1025.0,       1.5
추풍령,135,01-07,      -1.8,       2.7,      -6.2,       1.2,      62.2,       5.6,,,     993.5,    1024.4,       3.7
안동,136,01-07,      -2.0,       3.7,      -7.4,       0.8,      60.9,       6.0,       3.6,       1.6,    1006.1,    1024.1,       1.8
상주,137,01-07,      -1.2,       3.6,      -5.5,       0.8,      54.2,       6.3,,,    1012.2,    1024.6,       2.5
포항,138,01-07,       2.4,       6.8,      -1.3,       1.7,      48.3,       6.1,       3.3,       2.4,    1022.2,    1022.6,       2.9
군산,140,01-07,       0.0,       4.0,      -3.7,       1.6,      72.5,       4.7,,,    1021.6,    1025.0,       3.0
울산,152,01-07,       2.5,       7.6,      -1.7,       1.4,      48.5,       6.1,       3.3,,    1017.3,    1022.4,       2.2
창원,155,01-07,       2.7,       7.1,      -1.0,       1.3,      48.0,       6.0,       3.1,,    1020.0,    1022.8,       2.1
광주,156,01-07,       1.3,       5.9,      -2.6,       1.4,      66.5,       5.1,       5.1,,    1015.4,    1024.6,       2.0
부산,159,01-07,       3.7,       8.3,       0.1,       1.4,      46.6,       6.5,       3.2,       2.1,    1013.5,    1022.2,       3.5
통영,162,01-07,       3.3,       8.1,      -0.6,       1.4,      53.1,       6.4,,,    1019.2,    1023.2,       2.7
목포,165,01-07,       2.1,       6.1,      -1.1,       1.2,      70.5,       4.6,       5.7,       1.4,    1019.4,    1024.7,       4.3
여수,168,01-07,       3.0,       6.8,      -0.2,       1.1,      53.1,       6.3,       3.4,       2.4,    1014.9,    1023.3,       5.2
흑산도,169,01-07,       3.6,       5.7,       1.7,       1.0,      69.3,       2.8,       6.7,,    1015.0,    1024.7,       7.2
완도,170,01-07,       3.1,       6.6,      -0.2,       1.4,      65.2,       4.7,,,    1020.4,    1024.1,       4.3
고창,172,01-07,       0.7,       5.0,      -3.8,       1.2,      76.2,       4.4,,,    1018.4,    1025.0,       3.0
제주,184,01-07,       6.6,       9.1,       4.1,       2.1,      64.3,       2.0,       7.2,       1.7,    1021.7,    1024.4,       4.4
고산,185,01-07,       6.6,       9.0,       4.2,       1.4,      67.1,       2.8,,,    1014.4,    1023.3,      10.0
성산,188,01-07,       5.8,       9.3,       2.6,       3.1,      67.7,       3.8,,,    1021.4,    1023.7,       3.3
